,title,company,salary,summary
563,C++ Developer,TeknoSpar,,"Design, build and maintain efficient and reliable C++ code.Maintenance and care of C++ code quality."
564,Backend Engineer,Luxor Technology Corporation,"$75,000 - $170,000 a year","You will develop the technical design for either cloud or on-premises solutions.Also, influence designs across R&D using original research and advanced…"
565,Sr. Frontend Developer,Interior Define,,"Additionally, this role will have management responsibilities with 2 frontend developers reporting directly to them.Strong HTML and JavaScript skills."
566,Software Developer (Consultant),Macedon Technologies,"Up to $80,000 a year","Our Consultants architect, develop, and deliver creative solutions that help transform the way our clients do business.Zero to two years of experience."
567,C# .NET Developer - Remote,Ferguson,,"As part of the Enterprise Information Management and Master Data Management team, the C# .NET Developer will support the integration of master data to the…"
568,Software Development Engineer I,Apptio,"$88,000 a year","We own the full development lifecycle of key Apptio services, including authorization/authentication, product provisioning, and the framework with which all…"
569,Software Engineer I,TeleTracking Technologies,,"The Software Engineer I assists in the development of software solutions & products.The development of these solutions would include researching, designing,…"
570,Software Engineer 2 - Remote,Microsoft,,"Build and operate highly-scalable, fault-tolerant, elastic and secure services in Azure cloud.Implement and deliver complex projects, interfacing with product,…"
571,Cloud Engineer,SkillNet Solutions Inc.,,Cloud…
572,Java Developer – Client is hiring two Java developers,Intone Networks,,Has strong skills in: - Java - Sql - Html/css/javascript - AngularJS- 4+ Some skills (prefer Competent to Strong): - Spring.
573,Senior Software Engineer,Netflix,,"Netflix’s access in 190+ countries with hundreds of partners, thousands of device types and hundreds of millions of devices highlight the need for strong device…"
574,.NET Developer,Macrix,,Have satisfaction from developing software which exerts a real influence on the optimization of large-scale production processes.
575,.NET/ASP.NET Developer,Object Computing Inc.,,Object Computing is partnering with a client who is working on software used in elections to migrate to system components that are considered next generation…
576,Front End Web Developer,Linchpin,,"Candidates should have a passion for modern front-end development and be eager to truly learn and grow.If you have a love for SASS, Semantic Markup, React,…"
577,Software Developer,C3 Business Solutions,"$65,000 - $105,000 a year","C3 Business Solutions is a highly regarded, 25-year-old Oracle consulting firm that provides business consulting partnerships with Oracle applications support…"
578,Embedded Software Engineer,Facebook,,"Facebook Reality Labs team is seeking Embedded Software Engineers with strong design and build skills, experience with low-level systems software and device…"
579,Junior Software Engineer,National Association of Boards of Pharmacy (NABP),,"This individual will have an interest in building large-scale, high-performance, and security-centric products and think end-to-end."
580,Machine Learning Engineer,Ivy Tech Solutions inc,$75 an hour,"The person who fills this role will lead all the processes for new virtual assistants, from data collection, cleaning, and preprocessing, to training models and…"
581,"Staff Software Engineer, Backend",Brightwheel,,"Lead highly complex, cross functional product engineering projects; ship software that matters to our customers and to our company."
582,Associate Airborne Software Engineer,BOEING,,"Assists with the development, documentation and maintenance of architectures, requirements, algorithms, interfaces and designs for software systems."
583,"Software Engineer, Backend - Backend",Slack,,"We build our app using reliable tools that our team knows and trusts, including PHP/Hack, Java, MySQL, and Linux."
584,JavaScript Application Engineer,Thought Industries,,"We keep meetings to a minimum, so most of your day would be spent coding.Develop new product features on the company platform."
585,Senior iOS Product Engineer,Netflix,,"We care deeply about UI performance, quality, and accessibility of the Netflix app.Lead and collaborate with product teams to build delightful, highly…"
586,Jr Fullstack Engineer (Remote),ReviewTrackers,,ReviewTrackers empowers businesses to understand their customers better through advanced review and customer feedback technology.
587,Junior Programmer,Glyph Software,,Full Time or Remote/Contract.Glyph is seeking an exceptional self-starter who can deliver quality code to specification and project milestones.
588,Software Engineer in Test II,PEX,"$85,000 - $90,000 a year","We are the team behind the Attribution Engine, a licensing infrastructure for the Internet enabling fair compensation and increased access to content."
589,Mainframe Systems Programmer I,America First Credit Union,,"Mainframe systems programmer who evaluates, installs, and configures hardware and software mainframe computing environments.Knowledge of z/OS system commands."
590,iOS developer,Ensis Technologies,"$30,000 a year","We're a mobile design and development firm based in Denver, focused on developing and designing.Solutions for mobile and connected hardware devices."
591,INTERFACE DEVELOPER,Dayton Children's Hospital,,"Administer, develop and manage Dayton Children’s Hospitals's (DCH) interface resources to ensure quality, availability, stability, security and recoverability."
592,Entry Level Full Stack Software Engineer - (Remote - Home Ba...,Allstate,"$56,000 - $90,000 a year",Allstate is expanding beyond insurance to offer our customers a complete circle of protection for all aspects of their lives.
593,"Senior Software Engineer, Open Connect",Netflix,,"You will be designing systems to manage heterogeneous networks and systems in a vendor agnostic manner, advancing the state of the art in this space."
594,Frontend Developer,Pill Club,,"Starting with birth control, we’ve built in-house medical and pharmacy capabilities all integrated with insurance, to create a superior customer experience."
595,Software Developer,C3 Business Solutions,"$65,000 - $105,000 a year","C3 Business Solutions is a highly regarded, 25-year-old Oracle consulting firm that provides business consulting partnerships with Oracle applications support…"
596,Software / Web Developer,Source Enterprises,,"Not only will you learn skills that will last you a lifetime, but you will develop relationships and training that could set you up for a full- time job at…"
597,Software Developer,SDH Systems,"$70,096 a year","Design and develop web applications using C#.Net, Asp.Net, MVC, and Web API.Create tables, triggers and stored procedures in SQL Server database."
598,Front End Engineer,Cover Genius,,"Work with Product Managers and Designers to implement and design the next generation of products.Architect, build, and test new features."
599,Front End Developer,Intone Networks,,You will work closely with our UI/UX team as they translate client requirements into visual reality.KEY FUNCTIONS Bringing a designer’s concept to life with…
600,Junior Software Engineer,National Association of Boards of Pharmacy (NABP),,"This individual will have an interest in building large-scale, high-performance, and security-centric products and think end-to-end."
601,Junior Software Engineer,Two Barrels,"$70,000 a year","This is a full time 40 hour/week position with company benefits in Spokane, Washington.This position is geared towards developers with limited experience or a…"
602,Frontend Engineer,Pantheon,,"Pantheon is currently looking for a motivated, proactive, and energetic individual to join the company's engineering team as a full-time employee that thrives…"
603,Machine Learning Engineer,Ivy Tech Solutions inc,$75 an hour,"The person who fills this role will lead all the processes for new virtual assistants, from data collection, cleaning, and preprocessing, to training models and…"
604,Web Designer - WordPress,Recruiter.com,,You must be comfortable working as part of a team while taking the initiative to take lead on new innovations and projects.
605,"Software Engineer, Backend - Backend",Slack,,"We build our app using reliable tools that our team knows and trusts, including PHP/Hack, Java, MySQL, and Linux."
606,Junior Full-Stack Software Engineer,Dynata,,"This is a full-stack role (50% Front-end/50% Back-end).I mplement rich user experiences in HTML/JS/CSS.Develop and maintain REST APIs, writing documentation…"
607,Java Developer,"Dovel Technologies, LLC","$90,000 - $100,000 a year","The candidate is responsible for providing tier 3 support for an enterprise application, assisting with geospatial data updates, and fixing/testing enhancements…"
608,Junior Software Engineer,"OXOS Medical, Inc.",,"United States, Georgia, Atlanta area candidate preferred.OXOS has software development needs for both our hardware focused and traditional software teams."
609,Software Engineer,Edmunds.com,,"Design and develop services that power our rich user experiences.Work closely with product, design and engineering to implement features and solutions to make…"
610,"Software Engineer, Quip",Salesforce,"$115,000 a year","Every engineer works on exciting, meaningful projects that impact our technical and product strategy.3+ years of software engineering experience."
611,Software Engineer,Real-Time Innovations,,"As part of a distributed platforms team,.In our Sunnyvale embedded systems lab, we support over 80 different architectures consisting of a large variety of…"
612,Associate Airborne Software Engineer,BOEING,,"Assists with the development, documentation and maintenance of architectures, requirements, algorithms, interfaces and designs for software systems."
613,Junior Software Developer,Panzura,,"Companies all around the world in the sports, healthcare, financial services, media and entertainment, gaming, architectural, engineering and construction…"
614,Software Developer / Programmer 1,PNC,,"Flexible hours: Flexible – 7-4 to 9-6.This position is contract with the right to hire if a need becomes available.Big Data- Hadoop, SQL, ETL."
615,Junior Software Engineer,National Association of Boards of Pharmacy (NABP),,"This individual will have an interest in building large-scale, high-performance, and security-centric products and think end-to-end."
616,Junior Software Engineer,Two Barrels,"$70,000 a year","This is a full time 40 hour/week position with company benefits in Spokane, Washington.This position is geared towards developers with limited experience or a…"
617,Frontend Engineer,Pantheon,,"Pantheon is currently looking for a motivated, proactive, and energetic individual to join the company's engineering team as a full-time employee that thrives…"
618,Machine Learning Engineer,Ivy Tech Solutions inc,$75 an hour,"The person who fills this role will lead all the processes for new virtual assistants, from data collection, cleaning, and preprocessing, to training models and…"
619,Web Designer - WordPress,Recruiter.com,,You must be comfortable working as part of a team while taking the initiative to take lead on new innovations and projects.
620,"Software Engineer, Backend - Backend",Slack,,"We build our app using reliable tools that our team knows and trusts, including PHP/Hack, Java, MySQL, and Linux."
621,Junior Full-Stack Software Engineer,Dynata,,"This is a full-stack role (50% Front-end/50% Back-end).I mplement rich user experiences in HTML/JS/CSS.Develop and maintain REST APIs, writing documentation…"
622,Java Developer,"Dovel Technologies, LLC","$90,000 - $100,000 a year","The candidate is responsible for providing tier 3 support for an enterprise application, assisting with geospatial data updates, and fixing/testing enhancements…"
623,Junior Software Engineer,"OXOS Medical, Inc.",,"United States, Georgia, Atlanta area candidate preferred.OXOS has software development needs for both our hardware focused and traditional software teams."
624,Software Engineer,Edmunds.com,,"Design and develop services that power our rich user experiences.Work closely with product, design and engineering to implement features and solutions to make…"
625,"Software Engineer, Quip",Salesforce,"$115,000 a year","Every engineer works on exciting, meaningful projects that impact our technical and product strategy.3+ years of software engineering experience."
626,Software Engineer,Real-Time Innovations,,"As part of a distributed platforms team,.In our Sunnyvale embedded systems lab, we support over 80 different architectures consisting of a large variety of…"
627,Associate Airborne Software Engineer,BOEING,,"Assists with the development, documentation and maintenance of architectures, requirements, algorithms, interfaces and designs for software systems."
628,Junior Software Developer,Panzura,,"Companies all around the world in the sports, healthcare, financial services, media and entertainment, gaming, architectural, engineering and construction…"
629,Software Developer / Programmer 1,PNC,,"Flexible hours: Flexible – 7-4 to 9-6.This position is contract with the right to hire if a need becomes available.Big Data- Hadoop, SQL, ETL."
630,Software Engineer,Edmunds.com,,"Design and develop services that power our rich user experiences.Work closely with product, design and engineering to implement features and solutions to make…"
631,Software Engineer,Southwest Airlines Co.,,"Solid experience in designing, writing program code, testing, documenting, and implementing functionally appropriate, technically sound, and well-integrated…"
632,Junior Software Developer,Panzura,,"Companies all around the world in the sports, healthcare, financial services, media and entertainment, gaming, architectural, engineering and construction…"
633,Junior Software Engineer,Two Barrels,"$70,000 a year","This is a full time 40 hour/week position with company benefits in Spokane, Washington.This position is geared towards developers with limited experience or a…"
634,Junior Full-Stack Software Engineer,Dynata,,"This is a full-stack role (50% Front-end/50% Back-end).I mplement rich user experiences in HTML/JS/CSS.Develop and maintain REST APIs, writing documentation…"
635,"Software Engineer, Quip",Salesforce,"$115,000 a year","Every engineer works on exciting, meaningful projects that impact our technical and product strategy.3+ years of software engineering experience."
636,Junior Software Engineer,"OXOS Medical, Inc.",,"United States, Georgia, Atlanta area candidate preferred.OXOS has software development needs for both our hardware focused and traditional software teams."
637,Frontend Engineer,Pantheon,,"Pantheon is currently looking for a motivated, proactive, and energetic individual to join the company's engineering team as a full-time employee that thrives…"
638,Java Developer,"Dovel Technologies, LLC","$90,000 - $100,000 a year","The candidate is responsible for providing tier 3 support for an enterprise application, assisting with geospatial data updates, and fixing/testing enhancements…"
639,Web Designer - WordPress,Recruiter.com,,You must be comfortable working as part of a team while taking the initiative to take lead on new innovations and projects.
640,Software Engineer,Real-Time Innovations,,"As part of a distributed platforms team,.In our Sunnyvale embedded systems lab, we support over 80 different architectures consisting of a large variety of…"
641,Software Developer / Programmer 1,PNC,,"Flexible hours: Flexible – 7-4 to 9-6.This position is contract with the right to hire if a need becomes available.Big Data- Hadoop, SQL, ETL."
642,GIS Developer Remote_US,Innovate! Inc,"$65,000 - $85,000 a year","You will be responsible for working with a core team to manage large and small GIS projects for environmental applications.Job Types: Full-time, Contract."
643,Software Engineer,Northrop Grumman,"$81,664 - $122,496 a year","Shift: 1st Shift (United States of America).Travel Required: Yes, 10% of the Time.Develop computer systems specifications that address business requirements…"
644,Software Engineer,BookNook,,"Build, test, scale, support and frequently refine new products and services.Tackle a wide variety of coding challenges throughout the stack and contribute to…"
645,Associate Airborne Software Engineer,BOEING,,"Assists with the development, documentation and maintenance of architectures, requirements, algorithms, interfaces and designs for software systems."
646,Associate Software Development Engineer,Apptio,"$77,000 a year","Apptio is a SaaS-centered company that helps our enterprise customers plan, analyze, and optimize their IT spending across traditional and cloud infrastructure."
647,"Software Engineer, Backend - Backend",Slack,,"We build our app using reliable tools that our team knows and trusts, including PHP/Hack, Java, MySQL, and Linux."
648,JavaScript Application Engineer,Thought Industries,,"We keep meetings to a minimum, so most of your day would be spent coding.Develop new product features on the company platform."
649,Software Engineer,Edmunds.com,,"Design and develop services that power our rich user experiences.Work closely with product, design and engineering to implement features and solutions to make…"
650,Software Engineer,Southwest Airlines Co.,,"Solid experience in designing, writing program code, testing, documenting, and implementing functionally appropriate, technically sound, and well-integrated…"
651,Junior Software Developer,Panzura,,"Companies all around the world in the sports, healthcare, financial services, media and entertainment, gaming, architectural, engineering and construction…"
652,Junior Software Engineer,Two Barrels,"$70,000 a year","This is a full time 40 hour/week position with company benefits in Spokane, Washington.This position is geared towards developers with limited experience or a…"
653,Junior Full-Stack Software Engineer,Dynata,,"This is a full-stack role (50% Front-end/50% Back-end).I mplement rich user experiences in HTML/JS/CSS.Develop and maintain REST APIs, writing documentation…"
654,"Software Engineer, Quip",Salesforce,"$115,000 a year","Every engineer works on exciting, meaningful projects that impact our technical and product strategy.3+ years of software engineering experience."
655,Junior Software Engineer,"OXOS Medical, Inc.",,"United States, Georgia, Atlanta area candidate preferred.OXOS has software development needs for both our hardware focused and traditional software teams."
656,Frontend Engineer,Pantheon,,"Pantheon is currently looking for a motivated, proactive, and energetic individual to join the company's engineering team as a full-time employee that thrives…"
657,Java Developer,"Dovel Technologies, LLC","$90,000 - $100,000 a year","The candidate is responsible for providing tier 3 support for an enterprise application, assisting with geospatial data updates, and fixing/testing enhancements…"
658,Web Designer - WordPress,Recruiter.com,,You must be comfortable working as part of a team while taking the initiative to take lead on new innovations and projects.
659,Software Engineer,Real-Time Innovations,,"As part of a distributed platforms team,.In our Sunnyvale embedded systems lab, we support over 80 different architectures consisting of a large variety of…"
660,Application Developer for Print Fulfillment,Farmers Insurance Group,,Codes and unit tests instructions for computer programs and performs analysis to ensure efficient use of computer resources and that the program specifications…
661,Entry Level Full Stack Software Engineer - (Remote - Home Ba...,Allstate,"$56,000 - $90,000 a year",Allstate is expanding beyond insurance to offer our customers a complete circle of protection for all aspects of their lives.
662,.NET Developer,Luzon Technologies,,NET Developers to join their fast-paced agile environment in order to support MP&A systems.Work from home not available Travel not required.
663,"Software Engineer, Backend",Calm,,"You would collaborate with partners across the company, from Marketing and Content to Data, Product and Design and have plenty of opportunities to learn and…"
664,Programmer,Americollect Inc.,,"The Software Developer writes code to create software programs, turning the program designs created by Project Analysts into instructions that a computer can…"
665,Cloud Engineer,SkillNet Solutions Inc.,,Cloud…
666,Jr. WordPress Designer,Port and Starboard,,"The Junior Web Designer’s principal role is to assist with internal and client-facing web projects.In this position, you will report directly to Port &…"
667,Frontend Web Developer,Waters Corporation,,Interpret designs and transform them into a polished rich cross-platform/device web experience.Write modular and performant HTML and CSS.
668,.Net Application Developer II,Farmers Insurance Group,,Codes and unit tests instructions for computer programs and performs analysis to ensure efficient use of computer resources and that the program specifications…
669,Avail-Software Engineer-Remote - Home Based Worker,Allstate,"$112,000 a year","As a part of Avail, you’ll make a direct impact and help build a business from the ground up.. Build out backend services to handle user transactions and data."
670,C++ Developer,TeknoSpar,,"Design, build and maintain efficient and reliable C++ code.Maintenance and care of C++ code quality."
671,Gameplay Programmer,peoplecanfly,,Strong C++ knowledge and math skills.Minimum 3 years of software engineering experience.Minimum 2 years of game industry experience.
672,UAT Frontend QA Automation Developer,kraken,,We are looking for a highly experienced developer that will drive quality on our web front end through expansion of our automation framework.
673,Python Developer,Shuup,,You are confident in working with Django and you love writing Python language.You know JavaScript and maybe some of its new trends and you’re not afraid to…
674,Frontend Developer,Interior Define,,This individual will play a key role in expanding our brand story by creating a transformative online experience for our customers.
675,Programmer,Americollect Inc.,,"The Software Developer writes code to create software programs, turning the program designs created by Project Analysts into instructions that a computer can…"
676,.NET Developer,Luzon Technologies,,NET Developers to join their fast-paced agile environment in order to support MP&A systems.Work from home not available Travel not required.
677,Avail-Software Engineer-Remote - Home Based Worker,Allstate,"$112,000 a year","As a part of Avail, you’ll make a direct impact and help build a business from the ground up.. Build out backend services to handle user transactions and data."
678,Application Developer for Print Fulfillment,Farmers Insurance Group,,Codes and unit tests instructions for computer programs and performs analysis to ensure efficient use of computer resources and that the program specifications…
679,Junior Application Developer (Work from Home Eligible),SWBC,,"SWBC is seeking a talented individual to research, design, and implement code to manage and enhance applications.Emerging Professionals and Mentor Program."
680,Cloud Engineer,SkillNet Solutions Inc.,,Cloud…
681,"Software Engineer, Backend",Calm,,"You would collaborate with partners across the company, from Marketing and Content to Data, Product and Design and have plenty of opportunities to learn and…"
682,Frontend Web Developer,Waters Corporation,,Interpret designs and transform them into a polished rich cross-platform/device web experience.Write modular and performant HTML and CSS.
683,.Net Application Developer II,Farmers Insurance Group,,Codes and unit tests instructions for computer programs and performs analysis to ensure efficient use of computer resources and that the program specifications…
684,Jr. WordPress Designer,Port and Starboard,,"The Junior Web Designer’s principal role is to assist with internal and client-facing web projects.In this position, you will report directly to Port &…"
685,Gameplay Programmer,peoplecanfly,,Strong C++ knowledge and math skills.Minimum 3 years of software engineering experience.Minimum 2 years of game industry experience.
686,C++ Developer,TeknoSpar,,"Design, build and maintain efficient and reliable C++ code.Maintenance and care of C++ code quality."
687,Front End Developer - WordPress,McGaw.io,,"You will develop, launch, and maintain websites and marketing systems for our growing client base.And we help them realize that through customer data…"
688,UAT Frontend QA Automation Developer,kraken,,We are looking for a highly experienced developer that will drive quality on our web front end through expansion of our automation framework.
689,Python Developer,Shuup,,You are confident in working with Django and you love writing Python language.You know JavaScript and maybe some of its new trends and you’re not afraid to…
690,Application Developer for Print Fulfillment,Farmers Insurance Group,,Codes and unit tests instructions for computer programs and performs analysis to ensure efficient use of computer resources and that the program specifications…
691,Entry Level Full Stack Software Engineer - (Remote - Home Ba...,Allstate,"$56,000 - $90,000 a year",Allstate is expanding beyond insurance to offer our customers a complete circle of protection for all aspects of their lives.
692,.NET Developer,Luzon Technologies,,NET Developers to join their fast-paced agile environment in order to support MP&A systems.Work from home not available Travel not required.
693,"Software Engineer, Backend",Calm,,"You would collaborate with partners across the company, from Marketing and Content to Data, Product and Design and have plenty of opportunities to learn and…"
694,Programmer,Americollect Inc.,,"The Software Developer writes code to create software programs, turning the program designs created by Project Analysts into instructions that a computer can…"
695,Cloud Engineer,SkillNet Solutions Inc.,,Cloud…
696,Jr. WordPress Designer,Port and Starboard,,"The Junior Web Designer’s principal role is to assist with internal and client-facing web projects.In this position, you will report directly to Port &…"
697,Frontend Web Developer,Waters Corporation,,Interpret designs and transform them into a polished rich cross-platform/device web experience.Write modular and performant HTML and CSS.
698,.Net Application Developer II,Farmers Insurance Group,,Codes and unit tests instructions for computer programs and performs analysis to ensure efficient use of computer resources and that the program specifications…
699,Avail-Software Engineer-Remote - Home Based Worker,Allstate,"$112,000 a year","As a part of Avail, you’ll make a direct impact and help build a business from the ground up.. Build out backend services to handle user transactions and data."
700,C++ Developer,TeknoSpar,,"Design, build and maintain efficient and reliable C++ code.Maintenance and care of C++ code quality."
701,Gameplay Programmer,peoplecanfly,,Strong C++ knowledge and math skills.Minimum 3 years of software engineering experience.Minimum 2 years of game industry experience.
702,UAT Frontend QA Automation Developer,kraken,,We are looking for a highly experienced developer that will drive quality on our web front end through expansion of our automation framework.
703,Python Developer,Shuup,,You are confident in working with Django and you love writing Python language.You know JavaScript and maybe some of its new trends and you’re not afraid to…
704,Frontend Developer,Interior Define,,This individual will play a key role in expanding our brand story by creating a transformative online experience for our customers.
705,Junior Software Engineer,National Association of Boards of Pharmacy (NABP),,"This individual will have an interest in building large-scale, high-performance, and security-centric products and think end-to-end."
706,Junior Software Engineer,Two Barrels,"$70,000 a year","This is a full time 40 hour/week position with company benefits in Spokane, Washington.This position is geared towards developers with limited experience or a…"
707,Frontend Engineer,Pantheon,,"Pantheon is currently looking for a motivated, proactive, and energetic individual to join the company's engineering team as a full-time employee that thrives…"
708,Machine Learning Engineer,Ivy Tech Solutions inc,$75 an hour,"The person who fills this role will lead all the processes for new virtual assistants, from data collection, cleaning, and preprocessing, to training models and…"
709,Web Designer - WordPress,Recruiter.com,,You must be comfortable working as part of a team while taking the initiative to take lead on new innovations and projects.
710,"Software Engineer, Backend - Backend",Slack,,"We build our app using reliable tools that our team knows and trusts, including PHP/Hack, Java, MySQL, and Linux."
711,Junior Full-Stack Software Engineer,Dynata,,"This is a full-stack role (50% Front-end/50% Back-end).I mplement rich user experiences in HTML/JS/CSS.Develop and maintain REST APIs, writing documentation…"
712,Java Developer,"Dovel Technologies, LLC","$90,000 - $100,000 a year","The candidate is responsible for providing tier 3 support for an enterprise application, assisting with geospatial data updates, and fixing/testing enhancements…"
713,Junior Software Engineer,"OXOS Medical, Inc.",,"United States, Georgia, Atlanta area candidate preferred.OXOS has software development needs for both our hardware focused and traditional software teams."
714,Software Engineer,Edmunds.com,,"Design and develop services that power our rich user experiences.Work closely with product, design and engineering to implement features and solutions to make…"
715,"Software Engineer, Quip",Salesforce,"$115,000 a year","Every engineer works on exciting, meaningful projects that impact our technical and product strategy.3+ years of software engineering experience."
716,Software Engineer,Real-Time Innovations,,"As part of a distributed platforms team,.In our Sunnyvale embedded systems lab, we support over 80 different architectures consisting of a large variety of…"
717,Associate Airborne Software Engineer,BOEING,,"Assists with the development, documentation and maintenance of architectures, requirements, algorithms, interfaces and designs for software systems."
718,Junior Software Developer,Panzura,,"Companies all around the world in the sports, healthcare, financial services, media and entertainment, gaming, architectural, engineering and construction…"
719,Software Developer / Programmer 1,PNC,,"Flexible hours: Flexible – 7-4 to 9-6.This position is contract with the right to hire if a need becomes available.Big Data- Hadoop, SQL, ETL."
720,Application Developer for Print Fulfillment,Farmers Insurance Group,,Codes and unit tests instructions for computer programs and performs analysis to ensure efficient use of computer resources and that the program specifications…
721,Entry Level Full Stack Software Engineer - (Remote - Home Ba...,Allstate,"$56,000 - $90,000 a year",Allstate is expanding beyond insurance to offer our customers a complete circle of protection for all aspects of their lives.
722,.NET Developer,Luzon Technologies,,NET Developers to join their fast-paced agile environment in order to support MP&A systems.Work from home not available Travel not required.
723,"Software Engineer, Backend",Calm,,"You would collaborate with partners across the company, from Marketing and Content to Data, Product and Design and have plenty of opportunities to learn and…"
724,Programmer,Americollect Inc.,,"The Software Developer writes code to create software programs, turning the program designs created by Project Analysts into instructions that a computer can…"
725,Cloud Engineer,SkillNet Solutions Inc.,,Cloud…
726,Jr. WordPress Designer,Port and Starboard,,"The Junior Web Designer’s principal role is to assist with internal and client-facing web projects.In this position, you will report directly to Port &…"
727,Frontend Web Developer,Waters Corporation,,Interpret designs and transform them into a polished rich cross-platform/device web experience.Write modular and performant HTML and CSS.
728,.Net Application Developer II,Farmers Insurance Group,,Codes and unit tests instructions for computer programs and performs analysis to ensure efficient use of computer resources and that the program specifications…
729,Avail-Software Engineer-Remote - Home Based Worker,Allstate,"$112,000 a year","As a part of Avail, you’ll make a direct impact and help build a business from the ground up.. Build out backend services to handle user transactions and data."
730,C++ Developer,TeknoSpar,,"Design, build and maintain efficient and reliable C++ code.Maintenance and care of C++ code quality."
731,Gameplay Programmer,peoplecanfly,,Strong C++ knowledge and math skills.Minimum 3 years of software engineering experience.Minimum 2 years of game industry experience.
732,UAT Frontend QA Automation Developer,kraken,,We are looking for a highly experienced developer that will drive quality on our web front end through expansion of our automation framework.
733,Python Developer,Shuup,,You are confident in working with Django and you love writing Python language.You know JavaScript and maybe some of its new trends and you’re not afraid to…
734,Frontend Developer,Interior Define,,This individual will play a key role in expanding our brand story by creating a transformative online experience for our customers.
